Puntaje crediticio,Ingresos mensuales (USD),Monto del préstamo (USD),¿Default/No default?
4.2,6108.3,40778.1,0
4.1,4447.8,39257.4,0
3.9,4539.3,42282.5,1
5.5,696.4,36493.6,1
5.0,2508.4,44476.2,1
0.3,5662.6,30054.3,0
2.3,5435.1,39627.8,0
6.8,3421.1,39382.0,1
5.3,4893.8,34116.8,0
2.8,3640.6,45218.0,1
5.4,1980.8,41809.3,1
3.9,1045.9,48793.0,1
3.1,4660.8,23006.8,0
5.5,5390.3,37556.4,0
0.2,6124.2,34835.2,0
5.9,2356.9,47340.1,1
6.2,631.3,45181.5,1
5.1,5710.7,39226.8,0
4.8,5268.6,40534.6,0
0.0,5036.7,30639.1,0
4.0,5973.0,23981.9,0
2.7,2942.5,44669.3,1
3.3,4608.8,26796.2,0
1.5,6621.5,34561.7,0
3.6,1431.3,42635.3,1
1.6,5390.1,34700.6,0
5.3,2906.8,46094.9,1
2.6,4534.7,22598.4,0
0.1,6426.5,24569.8,0
2.7,6760.7,27850.1,0
3.5,342.0,37128.8,1
4.9,4663.4,39227.6,1
7.0,4105.7,46051.4,1
0.7,5045.2,23899.2,0
5.2,6788.4,28923.7,0
1.6,2248.7,46943.3,1
6.3,1208.8,39731.4,1
0.9,4369.3,24108.7,0
1.7,3066.6,40871.8,1
1.0,3452.6,48614.3,1
4.9,6059.8,38187.6,0
7.0,4424.6,42483.9,1
3.3,3337.6,46489.4,1
5.2,4436.5,39613.9,1
2.3,3132.5,38861.1,1
0.7,3759.0,44751.8,1
4.5,3316.0,44284.4,1
6.0,3357.8,45449.2,1
7.0,431.9,48746.6,1
2.5,6756.2,28832.8,0
0.1,6257.2,35404.3,0
1.4,4481.3,40873.4,1
1.5,4459.0,34245.7,0
6.7,2468.1,40078.5,1
2.1,4516.8,38491.3,1
7.0,151.4,49537.6,1
0.9,4044.3,42855.0,1
1.4,4453.1,28736.4,0
5.1,4510.6,39720.3,0
6.7,2980.7,43862.7,1
1.5,6163.7,41263.4,0
6.4,1514.1,45862.6,1
1.7,3300.1,41423.6,1
2.5,2101.4,47052.0,1
1.5,171.8,48268.1,1
4.2,244.0,36784.6,1
0.2,11.7,41868.4,1
4.6,2906.6,38608.5,1
4.6,5610.5,28615.0,0
5.2,6584.4,32842.8,0
0.6,3907.3,40331.0,1
0.3,6003.7,38294.3,0
2.2,6.7,47130.7,1
5.3,5892.3,37206.1,0
1.1,3218.9,40687.1,1
3.1,2764.7,44546.0,1
1.4,2676.7,39577.0,1
5.2,4232.7,39208.7,1
0.0,4678.6,33604.1,0
6.3,1996.3,48983.8,1
3.2,5832.7,41534.0,0
1.9,1141.6,42898.1,1
2.5,3205.9,46586.1,1
5.5,6647.9,27562.6,0
4.7,5661.3,31088.7,0
2.7,5286.1,31976.9,0
1.8,2950.4,45887.0,1
0.8,6946.3,38405.9,0
1.9,5032.6,38962.4,0
7.4,2565.7,38890.8,1
2.5,6336.1,30316.2,0
2.9,4693.8,48030.4,1
2.5,5722.9,23818.7,0
2.8,5174.6,22881.1,0
6.5,4732.7,46310.7,1
4.1,2776.2,39949.3,1
5.4,4674.8,35498.9,0
1.1,744.0,46745.9,1
1.7,6299.0,29368.1,0
3.2,4784.7,37792.6,0
7.3,962.0,39951.7,1
5.9,4305.6,42403.7,1
6.8,2202.0,44627.7,1
3.2,3064.6,45608.6,1
2.0,6258.0,39415.2,0
3.8,1212.1,47461.9,1
4.0,5694.8,22393.2,0
3.2,6723.2,38703.8,0
1.8,4435.9,39101.7,0
1.7,6502.8,38622.4,0
1.7,5917.2,23922.4,0
3.3,2604.5,48665.3,1
3.8,6268.2,31622.6,0
4.8,4312.3,42421.0,1
2.9,6239.6,35233.8,0
3.9,505.8,48567.7,1
6.7,975.5,45231.3,1
3.8,2998.3,43728.9,1
2.3,6111.4,23175.5,0
3.6,229.9,46919.2,1
6.4,939.1,49592.6,1
3.5,6458.7,25025.7,0
6.4,3600.8,43309.2,1
5.1,182.1,43424.2,1
4.8,6228.1,22934.2,0
1.8,6197.6,35231.6,0
3.4,803.6,39357.3,1
0.7,6719.2,21358.7,0
4.5,5550.9,31822.1,0
4.6,6343.6,39565.7,0
3.1,5106.0,24378.3,0
0.3,3654.9,38206.2,1
2.5,4845.6,29944.6,0
5.3,5021.4,25062.7,0
3.7,6648.9,28722.7,0
3.2,387.3,49938.5,1
3.6,4456.5,37404.2,0
2.2,131.5,38935.2,1
0.0,4442.9,33305.6,0
1.1,5817.3,38943.0,0
6.4,701.4,40056.7,1
4.9,1376.7,49841.6,1
3.2,4694.8,29026.7,0
6.2,1781.6,49400.4,1
0.4,3025.7,36374.6,1
0.7,4642.2,21128.2,0
5.5,5089.5,27306.9,0
3.5,5892.9,40015.5,0
3.9,4662.2,41059.2,0
4.1,4128.0,36485.8,1
1.3,1549.1,44742.1,1
0.3,5174.4,31633.8,0
2.2,4905.7,33347.8,0
2.2,4987.5,21805.1,0
2.5,6418.7,39726.7,0
3.3,840.8,48816.9,1
1.9,1331.9,47375.4,1
0.5,5618.5,33397.2,0
2.3,5943.8,20860.1,0
0.9,3013.0,49522.6,1
1.3,4554.3,26443.1,0
0.2,2161.3,42157.5,1
3.1,6624.3,29891.1,0
2.3,12.2,36263.0,1
4.4,4338.3,36861.0,1
5.5,5555.9,31936.3,0
2.3,5812.5,34578.1,0
2.2,234.0,49867.5,1
0.7,6798.1,23182.7,0
3.3,6615.4,36949.1,0
0.9,4995.8,21122.5,0
5.3,6315.1,26727.2,0
0.0,5981.7,22589.8,0
2.6,1849.7,47114.7,1
0.8,2323.8,38169.1,1
3.7,5563.9,35401.2,0
4.2,6081.7,32858.6,0
0.0,206.9,38242.3,1
5.0,6961.8,20076.6,0
5.3,141.6,42332.8,1
3.7,5755.7,21701.8,0
1.6,4045.3,37257.4,1
3.1,5576.7,32957.8,0
4.9,538.8,46811.0,1
4.2,5383.0,23700.7,0
2.2,4902.4,30948.7,0
0.1,6244.3,20803.9,0
3.1,5242.5,33343.5,0
4.8,5091.1,28083.6,0
1.1,833.1,48549.2,1
4.2,2244.7,39340.8,1
5.3,1671.5,47802.0,1
6.9,990.5,48985.1,1
3.2,5983.9,20041.4,0
2.9,5444.8,29499.0,0
2.0,5776.0,30317.4,0
6.3,443.6,48796.0,1
5.4,178.4,46734.5,1
3.1,3506.3,46808.1,1
1.5,3626.7,36635.1,1
1.1,176.9,46345.1,1
2.6,2811.0,47079.5,1
4.4,5346.0,37562.7,0
1.5,4425.5,38123.7,0
5.9,2111.7,44915.2,1
2.1,6482.5,40813.9,0
4.0,757.6,43883.9,1
4.7,3562.9,41351.4,1
2.4,6332.5,31116.8,0
3.1,3760.2,41832.4,1
1.7,4689.0,41306.7,1
4.5,6684.8,35232.4,0
0.8,5611.1,20648.3,0
4.2,6775.4,22071.1,0
7.2,2475.5,38330.7,1
7.1,2947.3,41141.9,1
3.2,6262.6,24409.2,0
3.3,5889.2,36184.3,0
1.1,6239.4,32819.3,0
3.1,3383.8,48945.0,1
5.5,1417.7,42908.9,1
4.5,1513.2,37350.4,1
2.1,1667.6,36550.9,1
7.0,1016.9,47693.5,1
1.7,364.7,44899.5,1
7.1,4400.0,46578.4,1
3.9,3104.5,41881.3,1
5.6,3924.2,47055.6,1
6.4,500.5,44621.0,1
2.0,4477.8,22236.8,0
4.5,1784.4,39414.8,1
3.0,665.0,48522.2,1
5.5,1459.1,43070.9,1
3.8,5803.3,23896.5,0
0.8,1644.9,39352.1,1
3.3,6434.3,32599.5,0
3.8,1486.4,38058.3,1
5.2,6668.8,32267.7,0
0.6,1048.5,39511.9,1
1.0,4538.5,27313.3,0
0.9,5983.8,20187.9,0
7.4,878.6,49144.5,1
4.1,3574.8,44868.6,1
3.4,6625.7,41302.9,0
5.6,3967.7,36501.6,1
5.0,3664.0,40390.7,1
7.3,1376.4,46092.2,1
4.1,4460.8,29364.4,0
3.9,2452.8,44490.7,1
3.1,4979.8,39526.8,0
1.9,4696.0,41576.4,0
4.2,6260.8,26144.1,0
4.7,6215.1,25274.1,0
2.2,2197.2,47403.5,1
6.1,2612.1,48633.7,1
0.7,6367.1,26936.5,0
1.1,2663.9,36356.0,1
3.7,5325.0,25818.9,0
0.6,4355.2,42172.1,1
2.3,4474.8,40221.0,1
5.2,6857.6,27549.5,0
3.4,2920.9,41443.1,1
0.5,4435.3,42419.6,1
0.3,2771.3,44745.6,1
5.4,6838.6,36373.6,0
3.9,4588.3,36932.8,0
1.9,2784.9,45904.5,1
7.0,4018.2,36655.1,1
1.9,5272.2,39729.7,0
6.8,883.4,36332.7,1
7.3,2856.4,48655.3,1
4.1,3978.4,42038.3,1
5.6,4169.5,40159.9,1
7.1,4453.2,46375.0,1
5.7,592.3,40627.4,1
1.9,6959.8,37952.8,0
3.9,5953.5,38127.9,0
2.8,6755.4,36436.3,0
1.1,4393.2,39201.1,1
3.9,6635.2,29420.0,0
1.8,6580.8,24353.8,0
3.8,5893.9,30709.9,0
2.3,6547.4,37649.2,0
2.7,6961.8,24687.3,0
2.4,6467.6,31263.9,0
1.3,4951.3,33530.8,0
4.6,2368.6,44988.3,1
0.2,5289.2,23005.4,0
1.7,97.0,37110.9,1
4.2,4743.6,45841.5,1
0.2,3754.3,36962.6,1
6.2,3983.0,48663.5,1
3.6,5976.4,24449.4,0
2.7,5602.2,37672.1,0
2.9,6862.2,20348.3,0
3.1,5613.6,27243.5,0
5.3,710.6,37223.4,1
4.6,5256.8,20350.6,0
3.1,1035.7,41403.5,1
4.7,5572.7,33229.2,0
3.7,3488.5,41149.4,1
4.2,1570.7,43704.3,1
2.7,6429.4,20664.8,0
6.2,2417.5,45262.5,1
4.0,6674.1,24914.8,0
4.0,5156.0,35374.4,0
6.0,2373.3,36765.1,1
1.8,3824.0,45910.8,1
2.6,6046.9,37664.8,0
2.5,4555.4,30382.4,0
4.0,2683.9,45233.8,1
6.4,292.5,37313.1,1
2.0,4539.0,43779.2,1
4.6,3810.3,39215.8,1
0.2,5551.7,38634.1,0
0.6,5812.9,24736.8,0
2.1,2515.5,36811.3,1
3.7,4320.9,38493.2,1
1.7,533.4,47091.4,1
3.3,5426.9,41436.5,0
2.1,266.4,42502.3,1
4.6,5807.2,30722.0,0
2.6,5822.1,25839.1,0
4.7,4628.9,43163.7,1
3.4,5004.7,21918.2,0
5.9,3457.3,40547.2,1
2.1,5780.4,38430.0,0
5.3,4685.5,31030.9,0
2.0,3215.5,47877.4,1
3.2,6482.7,37272.7,0
1.1,521.6,38627.8,1
1.5,1879.8,38009.6,1
4.8,3693.6,41341.0,1
7.0,4008.3,47735.0,1
4.9,3485.2,40952.4,1
4.4,5694.9,39997.4,0
3.2,6158.9,38322.5,0
3.1,1581.6,44928.2,1
0.8,5857.2,28001.8,0
1.3,3655.8,48136.5,1
5.7,659.1,44055.6,1
3.8,6234.5,41238.1,0
5.4,5364.6,21218.5,0
5.4,5574.6,34246.6,0
0.2,2374.7,48231.0,1
1.2,3028.7,39731.6,1
6.3,319.1,47754.1,1
1.6,5333.7,34477.6,0
7.3,20.8,43726.1,1
3.7,4916.0,33101.1,0
1.8,5183.2,35405.8,0
6.4,1403.9,42277.6,1
5.9,506.9,43251.5,1
0.1,5538.5,31719.9,0
0.7,6268.5,31322.7,0
6.5,3891.6,45381.2,1
3.7,2358.4,42449.9,1
3.1,4516.2,35420.0,0
4.0,450.0,48316.0,1
2.2,1681.9,49108.5,1
3.3,2091.4,44621.0,1
0.9,5300.6,38849.2,0
4.0,4323.0,37089.4,0
6.6,2439.4,36661.8,1
1.3,2382.3,49794.6,1
4.5,5417.8,38117.3,0
3.6,6980.0,36278.6,0
2.7,1914.0,37490.8,1
1.1,6258.0,23948.5,0
1.3,1339.5,42824.5,1
1.0,4757.5,40517.6,1
5.7,501.3,38374.1,1
2.9,921.3,39800.8,1
6.5,426.5,45032.5,1
2.2,687.8,48025.4,1
0.6,5489.2,38748.5,0
5.5,2940.6,37658.7,1
0.1,5264.9,31497.1,0
2.6,2100.8,37149.3,1
5.4,3598.5,45499.6,1
5.0,6849.0,24369.5,0
2.9,4163.8,48367.1,1
0.1,5840.7,31243.3,0
1.4,5229.3,28650.5,0
3.1,4389.3,34444.4,0
2.1,5768.1,22115.5,0
2.3,4716.6,34947.7,0
1.0,6851.0,26776.6,0
5.2,932.6,47847.2,1
2.6,1840.2,42378.2,1
0.9,1344.3,45395.5,1
1.1,6598.6,33870.5,0
2.1,929.2,44249.6,1
5.3,5428.6,24187.6,0
3.1,4446.2,24548.4,0
7.5,1592.9,36513.7,1
3.7,5863.1,36528.1,0
1.9,930.2,42196.1,1
6.4,541.0,36404.0,1
3.5,3447.1,45470.2,1
4.4,2976.4,49486.8,1
2.2,2386.2,42149.9,1
2.9,6841.5,38310.3,0
6.3,1605.7,40072.8,1
2.3,1867.3,49248.7,1
3.5,6154.3,37383.2,0
0.5,6506.2,30068.1,0
6.5,4161.8,47366.7,1
6.2,1507.4,37552.0,1
1.8,6665.7,40849.0,0
4.2,1174.9,41437.5,1
6.4,1870.4,40096.1,1
0.0,4335.7,38536.7,1
0.4,6376.4,20526.4,0
2.0,4634.3,24112.0,0
5.3,5538.6,32227.3,0
4.2,128.3,39551.4,1
4.8,5976.9,24550.0,0
3.5,2777.5,40158.5,1
3.7,1962.2,36245.4,1
0.8,599.7,47558.6,1
4.8,4339.2,44890.4,1
0.6,2799.4,39446.3,1
5.3,4820.6,34702.8,0
0.2,5854.0,27765.8,0
1.6,3169.2,49785.8,1
4.5,5843.0,36964.8,0
3.7,6513.6,32342.4,0
0.4,3975.6,42051.4,1
4.3,4480.6,30863.8,0
6.0,3069.2,48639.3,1
2.6,3549.6,36736.6,1
3.2,3134.0,48617.2,1
0.2,3138.5,36944.5,1
6.2,3551.9,44694.8,1
4.3,5656.9,38558.5,0
6.1,1990.6,42810.2,1
1.8,4905.8,39518.4,0
6.0,1681.8,44080.0,1
2.4,1645.4,44939.4,1
2.6,2129.8,45847.5,1
3.8,6350.5,25241.3,0
0.8,3316.7,48132.5,1
0.3,5867.1,25996.5,0
4.1,4710.3,37732.9,0
2.3,5662.5,22003.6,0
1.0,2314.1,48003.4,1
5.0,6930.0,34822.8,0
4.2,3046.9,42220.8,1
0.1,4840.8,20606.7,0
4.1,4449.7,40380.6,0
3.3,6403.4,23537.3,0
2.2,6602.0,23361.7,0
1.2,5957.4,34973.6,0
1.7,2246.5,36278.9,1
5.5,736.3,45116.5,1
0.6,6915.0,34935.4,0
0.1,2028.2,41940.1,1
3.8,4747.5,37298.3,0
1.4,2903.5,36630.0,1
0.5,6668.7,20795.6,0
0.7,4482.2,22115.3,0
4.1,5586.1,41687.6,0
4.3,2980.5,43876.7,1
2.6,4339.1,36767.5,1
1.0,4631.4,31108.2,0
6.0,1123.6,44930.8,1
2.4,4936.0,24928.1,0
5.4,3361.7,46900.8,1
7.0,1054.0,40894.1,1
1.2,6652.9,32583.9,0
5.9,4235.2,42740.8,1
5.2,6884.5,31157.3,0
1.6,5597.8,27397.9,0
4.9,3007.8,44175.0,1
2.6,6388.9,41745.9,0
1.9,4690.2,43824.9,1
5.3,1841.9,47756.1,1
0.9,4317.5,24328.3,0
4.9,3140.0,42545.7,1
2.4,5736.7,24200.4,0
4.8,4959.6,34048.9,0
5.3,4780.9,28998.3,0
3.9,6138.9,23856.5,0
1.0,4423.2,29659.8,0
3.2,6174.4,28632.0,0
3.7,6593.7,36116.6,0
3.5,3939.9,42787.0,1
0.9,5233.8,37695.4,0
0.9,2353.4,42612.9,1
4.8,6326.6,39509.6,0
3.4,4465.4,22448.9,0
1.2,783.2,42835.4,1
4.8,3505.8,45696.8,1
4.0,5300.9,21494.4,0
4.9,4569.3,25072.0,0
0.5,4668.3,30063.4,0
1.9,2096.0,40264.6,1
3.4,3311.8,45589.1,1
3.0,6170.3,25285.5,0
1.3,5046.4,26733.2,0
2.0,2578.8,39361.7,1
1.4,5797.5,28023.7,0
0.0,6815.1,26601.2,0
1.9,5297.3,41318.7,0
1.0,5502.5,31421.7,0
0.6,180.0,36103.0,1
0.7,321.6,47790.2,1
3.5,4531.2,23399.6,0
4.9,5170.8,28822.6,0
4.9,5855.1,34097.0,0
2.6,1399.1,46396.6,1
2.3,5325.4,24272.8,0
1.5,6052.9,37732.1,0
2.7,4970.5,28228.4,0
4.5,4766.1,29668.9,0
6.4,1200.5,42948.4,1
5.4,5602.5,22057.1,0
5.2,597.7,48775.9,1
0.1,6597.4,40449.4,0
0.3,2617.9,36767.4,1
0.7,2818.7,47637.2,1
5.4,3727.5,41372.2,1
5.1,5636.0,41669.7,0
4.2,924.2,37382.5,1
4.8,6224.1,35463.7,0
4.9,6920.5,33483.8,0
3.3,2452.3,45031.8,1
5.2,6822.2,24128.5,0
4.7,5308.8,38115.8,0
7.3,3711.6,38470.7,1
4.8,6516.5,25384.8,0
0.1,586.3,45141.0,1
3.3,5846.1,22424.0,0
2.6,3534.4,37086.9,1
3.1,4827.9,25768.2,0
4.4,705.2,45938.3,1
4.9,6046.4,29097.4,0
4.5,3111.0,48677.5,1
0.0,3504.9,44776.1,1
4.6,6329.2,38219.7,0
1.3,1333.2,43018.8,1
3.8,3315.9,42390.7,1
0.5,3101.8,48063.3,1
3.7,249.2,46760.8,1
1.9,5961.0,34545.9,0
1.0,6166.9,22171.0,0
5.8,2839.9,43275.0,1
6.5,4215.5,39615.0,1
0.6,1448.6,44985.1,1
7.5,4313.0,37277.1,1
0.6,3288.5,40356.0,1
0.9,2732.1,36844.8,1
5.2,1593.1,42925.0,1
4.8,3809.4,37645.7,1
0.2,6430.7,33128.0,0
2.4,5597.8,37338.6,0
5.3,5112.8,29629.1,0
4.3,3311.7,39535.0,1
2.0,495.5,38240.6,1
0.5,5415.5,30170.8,0
6.5,1085.1,39999.6,1
2.7,1339.7,46420.3,1
3.3,896.1,36656.4,1
0.7,6623.3,34576.9,0
2.8,6573.4,24988.7,0
1.8,4287.5,38583.7,0
4.6,6575.1,40525.1,0
3.0,3170.6,40107.3,1
5.2,815.3,44787.4,1
4.7,3097.5,47570.3,1
1.9,5724.9,27855.1,0
3.4,6747.8,30615.0,0
2.5,4191.2,45251.5,1
0.9,2581.5,36457.0,1
0.1,2993.7,36598.7,1
2.7,6868.7,24110.4,0
4.7,6798.6,31516.2,0
0.6,6356.5,28247.0,0
4.0,613.2,44046.4,1
5.3,4431.3,41986.9,1
3.6,4138.9,38240.7,1
7.2,641.3,41009.8,1
0.3,801.3,48179.4,1
2.7,4456.1,24302.7,0
5.5,5690.1,37401.7,0
5.3,3677.9,37619.3,1
3.8,2594.2,49108.4,1
7.4,1932.9,41299.6,1
7.4,1766.8,48221.9,1
0.6,6406.3,34188.1,0
6.0,1448.1,38067.1,1
2.5,2898.1,40520.7,1
3.4,3874.7,41779.4,1
3.4,193.1,37081.4,1
5.0,3591.2,39736.7,1
1.1,782.5,46618.9,1
0.2,4656.1,41394.9,1
2.0,6571.6,26936.3,0
3.2,2214.8,46782.3,1
1.7,6959.4,40677.3,0
5.5,3884.8,44401.8,1
1.3,695.8,43841.9,1
4.2,4951.9,31045.1,0
0.6,4230.5,40034.5,0
2.3,6192.7,25085.0,0
0.4,1261.5,40787.4,1
2.8,4917.0,38719.6,0
2.1,5449.2,23470.4,0
3.8,4670.6,36060.5,0
2.7,6845.2,26744.6,0
6.1,3099.3,48000.2,1
0.4,3187.5,38709.5,1
1.2,4441.7,49798.4,1
6.7,3878.4,38517.8,1
1.8,4163.6,46966.3,1
1.1,3588.0,41697.6,1
1.1,6448.6,41989.3,0
3.1,1006.4,46141.6,1
1.9,4967.3,35764.9,0
6.5,4737.7,44679.6,1
5.0,6582.0,31517.0,0
0.9,6518.5,20894.6,0
5.4,3866.9,46408.9,1
4.2,6545.7,38386.0,0
5.3,5827.3,29336.3,0
0.8,4673.3,37108.4,0
2.7,4451.8,41814.4,0
3.9,2919.7,37925.3,1
4.5,5812.7,31695.1,0
2.5,1592.6,36321.3,1
1.8,4904.5,22032.5,0
1.5,5170.2,31537.3,0
3.1,6363.0,21256.8,0
0.7,4269.5,26526.1,0
1.5,4623.4,29870.0,0
3.5,6970.5,35396.9,0
0.9,2544.3,41806.9,1
0.6,1759.6,43069.9,1
1.1,6379.7,32542.6,0
4.7,6924.2,41903.6,0
0.8,3367.2,38798.8,1
2.6,4458.9,27537.8,0
5.2,2892.1,48177.7,1
5.8,2730.4,40967.7,1
1.3,4894.2,37350.3,0
1.4,5798.4,32304.7,0
4.3,3097.8,46536.9,1
2.8,4746.9,30738.6,0
5.2,3532.6,49880.3,1
1.1,6653.1,29647.1,0
2.4,2702.0,39298.3,1
0.1,3864.1,44359.7,1
3.4,6578.4,22044.4,0
0.3,138.2,36997.1,1
0.7,4649.3,25791.9,0
1.7,3975.4,37328.0,1
2.5,1581.9,43932.9,1
3.9,5600.3,36660.2,0
0.2,6531.3,20195.5,0
1.2,1565.5,43992.7,1
3.4,2031.4,36349.8,1
4.9,4778.9,46463.3,1
3.5,325.1,40966.4,1
2.0,4931.8,32202.5,0
5.2,4756.9,46294.0,1
1.1,5249.4,36392.9,0
3.7,3551.1,39659.9,1
0.5,5941.8,29358.3,0
4.9,874.4,40794.8,1
6.1,281.9,40706.9,1
0.1,6557.8,24658.0,0
0.6,4952.0,30803.2,0
0.4,5023.4,33343.7,0
3.8,5820.2,27461.9,0
1.8,1997.0,36676.5,1
2.8,3546.5,49149.7,1
3.2,5392.9,23053.4,0
5.4,5947.9,21419.0,0
1.6,5936.8,31145.4,0
6.1,3906.7,36724.5,1
3.0,2335.4,43543.0,1
0.2,6229.2,28371.2,0
4.0,1115.5,44015.9,1
1.4,6054.7,35154.8,0
2.1,4419.5,41252.2,0
4.3,4606.8,41788.0,1
2.8,4597.9,38072.1,0
5.2,4330.9,20075.3,0
0.3,227.2,41287.3,1
1.9,2898.2,45096.8,1
7.0,370.0,43843.5,1
7.3,3508.4,42068.1,1
0.5,813.1,43011.3,1
5.4,6421.3,22873.1,0
4.9,5375.2,36619.6,0
3.9,2523.6,46005.1,1
1.5,4541.7,34544.8,0
3.8,4528.0,48269.4,1
7.0,1430.4,43429.4,1
5.8,4276.5,44179.6,1
1.1,4243.6,26953.8,0
6.5,3273.9,36454.1,1
5.6,352.4,36996.6,1
0.3,1623.2,37101.4,1
1.8,6058.2,24016.5,0
5.2,1906.0,36171.2,1
2.7,4891.4,23892.8,0
4.5,3329.5,41237.9,1
0.5,5661.2,35360.5,0
3.4,4843.3,27534.5,0
2.7,4549.2,38900.7,0
3.7,4592.1,21783.8,0
4.0,5328.5,37354.2,0
5.0,2287.4,43636.4,1
3.9,4772.4,40307.7,0
0.1,6455.0,21261.2,0
1.2,2849.1,39199.0,1
0.4,4063.4,49461.3,1
3.0,2981.6,42986.2,1
1.7,6281.1,29272.7,0
3.4,2387.5,49448.8,1
0.9,5181.9,37175.5,0
1.8,4359.7,26649.5,0
2.6,4799.1,39520.1,0
7.2,2609.5,49979.7,1
4.5,615.5,48728.8,1
0.9,6085.3,29846.8,0
3.2,2846.3,38967.0,1
2.2,4343.7,29255.1,0
0.3,4497.9,42921.1,1
4.4,4572.9,47829.8,1
1.4,5750.4,28768.6,0
5.5,1044.3,46989.3,1
5.2,5038.0,21792.9,0
4.6,4074.9,40066.1,1
1.0,4756.8,31627.0,0
2.8,6822.6,26471.6,0
2.4,5217.3,23132.2,0
6.0,4283.1,48166.6,1
5.4,6532.5,33198.7,0
5.0,4216.6,36832.2,0
2.9,6049.7,41325.2,0
7.2,4623.7,45431.1,1
0.8,1381.9,36645.2,1
0.5,1461.0,38818.9,1
0.8,5845.5,31204.4,0
6.2,1224.0,41106.8,1
1.0,4352.2,36268.9,1
0.8,453.6,38838.7,1
1.3,4460.8,41062.6,0
3.0,4661.9,37935.2,1
3.3,4748.6,40951.4,1
2.7,4350.6,44829.9,1
6.9,3244.0,48306.6,1
0.1,5643.1,22578.3,0
4.2,6222.8,34639.8,0
5.5,5562.0,41245.2,0
2.2,5589.7,36493.9,0
0.6,4648.9,36250.5,1
0.0,4442.6,41412.7,0
6.4,3243.6,36005.0,1
6.4,3393.5,40332.8,1
1.8,6699.5,24046.4,0
4.9,4627.6,21012.0,0
3.1,588.0,46607.2,1
0.6,6857.3,36315.0,0
5.3,5203.6,38280.8,0
6.4,1736.8,36041.1,1
4.2,2960.9,45391.3,1
1.4,1788.6,36498.4,1
0.0,5728.7,40020.2,0
0.9,416.7,39887.2,1
4.0,498.6,47772.8,1
2.2,6151.4,31273.9,0
2.7,4138.8,43968.1,1
2.1,676.2,46347.8,1
1.1,4639.1,28599.5,0
6.2,2983.4,49452.0,1
0.1,4663.2,41868.5,0
0.5,1196.5,39833.9,1
1.1,858.6,44863.4,1
3.8,5405.0,23271.0,0
2.0,3505.7,43183.0,1
1.9,2028.1,36363.7,1
1.6,1108.0,37331.7,1
0.3,4154.2,37533.7,1
3.2,591.4,39106.8,1
1.2,5997.7,32110.3,0
2.1,4089.7,41723.7,1
0.2,4268.0,32399.8,0
2.1,2907.6,44440.0,1
5.2,4444.6,35990.8,0
2.5,2549.1,45919.8,1
0.5,1979.1,42667.6,1
0.7,4277.4,27209.1,0
1.8,5848.0,35737.0,0
1.4,3047.8,49621.3,1
2.7,5328.4,24738.3,0
5.1,4746.0,20907.2,0
6.7,3152.7,39525.8,1
6.9,728.6,44353.1,1
2.2,4158.3,41768.4,1
5.4,4428.3,24635.8,0
0.6,5584.1,22873.9,0
2.8,6935.8,29068.6,0
1.2,6593.2,26104.0,0
0.8,5801.2,27128.1,0
0.1,1176.4,36645.1,1
4.5,2805.0,37691.0,1
4.4,6711.2,36499.6,0
2.9,4388.1,39396.8,0
1.4,6899.3,35072.6,0
5.5,3591.8,38095.3,1
6.0,4085.8,49015.0,1
2.7,1720.5,36333.5,1
2.9,6306.2,40550.1,0
3.2,614.9,49605.8,1
4.9,4838.3,41739.6,0
2.2,1137.3,42166.3,1
0.6,6037.0,26274.0,0
6.3,1556.4,42403.9,1
0.9,6056.8,41792.0,0
3.0,2451.9,40529.7,1
3.1,3883.1,42326.1,1
1.0,5318.3,28718.7,0
0.1,16.6,38754.8,1
4.0,1730.9,45227.8,1
2.9,3543.9,46503.7,1
1.9,6891.2,26960.8,0
3.4,4518.6,31226.6,0
2.9,6231.6,33178.0,0
4.3,6644.2,21998.0,0
0.5,5380.2,34375.5,0
0.8,4623.4,39697.5,0
0.4,6604.7,25765.0,0
6.4,2585.4,45335.9,1
5.0,218.8,42883.7,1
3.0,4651.4,39910.8,0
3.1,5649.0,34760.8,0
4.5,6500.3,34754.7,0
5.9,2607.4,43914.3,1
3.8,4888.3,36750.8,0
3.4,816.6,39659.2,1
3.6,6971.2,28254.8,0
2.1,5193.3,28585.2,0
4.1,3562.5,45094.0,1
1.6,4295.0,34493.3,0
5.5,271.0,42815.6,1
5.2,5061.6,34868.0,0
3.1,5508.4,33429.9,0
6.4,298.5,49671.4,1
4.6,2458.9,45106.4,1
5.3,2209.9,39386.9,1
3.4,230.8,48635.9,1
2.0,905.1,45615.4,1
2.7,5702.9,40767.2,0
2.6,5275.4,33793.8,0
0.8,5826.7,24169.5,0
2.2,6713.3,33066.6,0
2.0,6728.9,24497.0,0
3.0,1626.3,49812.4,1
4.5,5888.0,32644.6,0
2.2,1151.7,43147.6,1
1.0,2379.4,41419.2,1
4.2,3372.4,49158.5,1
0.7,1810.2,46344.6,1
1.0,4538.4,22703.8,0
1.9,2316.3,40266.4,1
5.0,5411.3,26660.1,0
3.2,2786.6,48339.9,1
5.3,2145.9,45430.5,1
4.6,5442.3,30803.4,0
3.4,486.6,41700.8,1
2.3,3902.9,38033.9,1
2.9,5529.2,22684.5,0
2.0,4802.0,27098.7,0
5.0,6247.8,40332.4,0
